          Time          EPPLX           EPPLY           EPPLZ          EPPLXY          EPPLYZ          EPPLXZ           EPPL1          EPPL2          EPPL3         EPPLINT         EPPLEQV           EPEQ            PLWK
   5.70980E-02    2.52371E-02   -5.04742E-02    2.52371E-02   -1.70237E-17     0.0000         0.0000        2.52371E-02    2.52371E-02   -5.04742E-02    7.57113E-02    5.04742E-02    5.04742E-02    1.78025E-02
   5.80980E-02    2.57924E-02   -5.15848E-02    2.57924E-02   -7.85725E-18     0.0000         0.0000        2.57924E-02    2.57924E-02   -5.15848E-02    7.73771E-02    5.15848E-02    5.15848E-02    1.77532E-02
   5.90980E-02    2.63483E-02   -5.26967E-02    2.63483E-02    6.60531E-18     0.0000         0.0000        2.63483E-02    2.63483E-02   -5.26967E-02    7.90450E-02    5.26967E-02    5.26967E-02    1.77037E-02
   6.00980E-02    2.69041E-02   -5.38081E-02    2.69041E-02    1.89485E-17     0.0000         0.0000        2.69041E-02    2.69041E-02   -5.38081E-02    8.07122E-02    5.38081E-02    5.38081E-02    1.76543E-02
   6.10980E-02    2.74597E-02   -5.49194E-02    2.74597E-02    1.35844E-17     0.0000         0.0000        2.74597E-02    2.74597E-02   -5.49194E-02    8.23791E-02    5.49194E-02    5.49194E-02    1.76049E-02
   6.20980E-02    2.80153E-02   -5.60307E-02    2.80153E-02    1.59354E-17     0.0000         0.0000        2.80153E-02    2.80153E-02   -5.60307E-02    8.40460E-02    5.60307E-02    5.60307E-02    1.91113E-02
   6.30980E-02    2.85710E-02   -5.71420E-02    2.85710E-02    8.57466E-18     0.0000         0.0000        2.85710E-02    2.85710E-02   -5.71420E-02    8.57130E-02    5.71420E-02    5.71420E-02    2.06177E-02
   6.40980E-02    2.91266E-02   -5.82533E-02    2.91266E-02    1.18570E-17     0.0000         0.0000        2.91266E-02    2.91266E-02   -5.82533E-02    8.73799E-02    5.82533E-02    5.82533E-02    2.21241E-02
   6.50980E-02    2.96823E-02   -5.93646E-02    2.96823E-02    1.94468E-17     0.0000         0.0000        2.96823E-02    2.96823E-02   -5.93646E-02    8.90469E-02    5.93646E-02    5.93646E-02    2.20747E-02
   6.60980E-02    3.02380E-02   -6.04759E-02    3.02380E-02    2.09149E-17     0.0000         0.0000        3.02380E-02    3.02380E-02   -6.04759E-02    9.07139E-02    6.04759E-02    6.04759E-02    2.20253E-02
   6.70980E-02    3.07936E-02   -6.15872E-02    3.07936E-02    4.70689E-17     0.0000         0.0000        3.07936E-02    3.07936E-02   -6.15872E-02    9.23808E-02    6.15872E-02    6.15872E-02    2.19759E-02
   6.80980E-02    3.13493E-02   -6.26985E-02    3.13493E-02    7.39547E-17     0.0000         0.0000        3.13493E-02    3.13493E-02   -6.26985E-02    9.40478E-02    6.26985E-02    6.26985E-02    2.19265E-02
   6.90980E-02    3.19049E-02   -6.38098E-02    3.19049E-02    7.56843E-17     0.0000         0.0000        3.19049E-02    3.19049E-02   -6.38098E-02    9.57147E-02    6.38098E-02    6.38098E-02    2.18771E-02
   7.00980E-02    3.24606E-02   -6.49211E-02    3.24606E-02    7.18722E-17     0.0000         0.0000        3.24606E-02    3.24606E-02   -6.49211E-02    9.73817E-02    6.49211E-02    6.49211E-02    2.33836E-02
   7.10980E-02    3.30162E-02   -6.60324E-02    3.30162E-02    1.06090E-16     0.0000         0.0000        3.30162E-02    3.30162E-02   -6.60324E-02    9.90486E-02    6.60324E-02    6.60324E-02    2.48900E-02
   7.20980E-02    3.35719E-02   -6.71437E-02    3.35719E-02    1.07056E-16     0.0000         0.0000        3.35719E-02    3.35719E-02   -6.71437E-02    0.10072        6.71437E-02    6.71437E-02    2.63964E-02
   7.30980E-02    3.41275E-02   -6.82550E-02    3.41275E-02    9.67795E-17     0.0000         0.0000        3.41275E-02    3.41275E-02   -6.82550E-02    0.10238        6.82550E-02    6.82550E-02    2.63470E-02
   7.40980E-02    3.46832E-02   -6.93663E-02    3.46832E-02    1.16583E-16     0.0000         0.0000        3.46832E-02    3.46832E-02   -6.93663E-02    0.10405        6.93663E-02    6.93663E-02    2.62976E-02
   7.50980E-02    3.52388E-02   -7.04776E-02    3.52388E-02    9.81994E-17     0.0000         0.0000        3.52388E-02    3.52388E-02   -7.04776E-02    0.10572        7.04776E-02    7.04776E-02    2.62482E-02
   7.60980E-02    3.57396E-02   -7.14792E-02    3.57396E-02    1.16496E-16     0.0000         0.0000        3.57396E-02    3.57396E-02   -7.14792E-02    0.10722        7.14792E-02    7.14792E-02    2.76505E-02
   7.70980E-02    3.62399E-02   -7.24797E-02    3.62399E-02    1.57698E-16     0.0000         0.0000        3.62399E-02    3.62399E-02   -7.24797E-02    0.10872        7.24797E-02    7.24797E-02    2.90511E-02
   7.80980E-02    3.67403E-02   -7.34806E-02    3.67403E-02    1.43533E-16     0.0000         0.0000        3.67403E-02    3.67403E-02   -7.34806E-02    0.11022        7.34806E-02    7.34806E-02    3.04524E-02
   7.90980E-02    3.72408E-02   -7.44816E-02    3.72408E-02    1.69042E-16     0.0000         0.0000        3.72408E-02    3.72408E-02   -7.44816E-02    0.11172        7.44816E-02    7.44816E-02    3.04524E-02
   8.00980E-02    3.77413E-02   -7.54827E-02    3.77413E-02    2.05543E-16     0.0000         0.0000        3.77413E-02    3.77413E-02   -7.54827E-02    0.11322        7.54827E-02    7.54827E-02    3.18538E-02
   8.10980E-02    3.82418E-02   -7.64837E-02    3.82418E-02    1.71705E-16     0.0000         0.0000        3.82418E-02    3.82418E-02   -7.64837E-02    0.11473        7.64837E-02    7.64837E-02    3.32552E-02
   8.20980E-02    3.87423E-02   -7.74847E-02    3.87423E-02    1.65438E-16     0.0000         0.0000        3.87423E-02    3.87423E-02   -7.74847E-02    0.11623        7.74847E-02    7.74847E-02    3.46566E-02
   8.30980E-02    3.92428E-02   -7.84857E-02    3.92428E-02    1.28669E-16     0.0000         0.0000        3.92428E-02    3.92428E-02   -7.84857E-02    0.11773        7.84857E-02    7.84857E-02    3.60580E-02
   8.40980E-02    3.97433E-02   -7.94867E-02    3.97433E-02    1.20028E-16     0.0000         0.0000        3.97433E-02    3.97433E-02   -7.94867E-02    0.11923        7.94867E-02    7.94867E-02    3.60580E-02
   8.50980E-02    4.02438E-02   -8.04877E-02    4.02438E-02    1.13031E-16     0.0000         0.0000        4.02438E-02    4.02438E-02   -8.04877E-02    0.12073        8.04877E-02    8.04877E-02    3.60580E-02
   8.60980E-02    4.07443E-02   -8.14887E-02    4.07443E-02    9.15185E-17     0.0000         0.0000        4.07443E-02    4.07443E-02   -8.14887E-02    0.12223        8.14887E-02    8.14887E-02    3.60580E-02
   8.70980E-02    4.12448E-02   -8.24897E-02    4.12448E-02    6.35351E-17     0.0000         0.0000        4.12448E-02    4.12448E-02   -8.24897E-02    0.12373        8.24897E-02    8.24897E-02    3.60580E-02
   8.80980E-02    4.17453E-02   -8.34907E-02    4.17453E-02    3.03124E-17     0.0000         0.0000        4.17453E-02    4.17453E-02   -8.34907E-02    0.12524        8.34907E-02    8.34907E-02    3.60580E-02
   8.90980E-02    4.22458E-02   -8.44917E-02    4.22458E-02    3.51084E-17     0.0000         0.0000        4.22458E-02    4.22458E-02   -8.44917E-02    0.12674        8.44917E-02    8.44917E-02    3.60580E-02
   9.00980E-02    4.27463E-02   -8.54927E-02    4.27463E-02    7.29605E-18     0.0000         0.0000        4.27463E-02    4.27463E-02   -8.54927E-02    0.12824        8.54927E-02    8.54927E-02    3.60580E-02
   9.10980E-02    4.32468E-02   -8.64937E-02    4.32468E-02   -2.57881E-17     0.0000         0.0000        4.32468E-02    4.32468E-02   -8.64937E-02    0.12974        8.64937E-02    8.64937E-02    3.60580E-02
   9.20980E-02    4.37473E-02   -8.74947E-02    4.37473E-02   -4.20103E-17     0.0000         0.0000        4.37473E-02    4.37473E-02   -8.74947E-02    0.13124        8.74947E-02    8.74947E-02    3.74594E-02
   9.30980E-02    4.42478E-02   -8.84957E-02    4.42478E-02   -2.31918E-18     0.0000         0.0000        4.42478E-02    4.42478E-02   -8.84957E-02    0.13274        8.84957E-02    8.84957E-02    3.74594E-02
   9.40980E-02    4.47483E-02   -8.94967E-02    4.47483E-02   -3.35733E-17     0.0000         0.0000        4.47483E-02    4.47483E-02   -8.94967E-02    0.13424        8.94967E-02    8.94967E-02    3.74594E-02
   9.50980E-02    4.52488E-02   -9.04977E-02    4.52488E-02   -5.88789E-17     0.0000         0.0000        4.52488E-02    4.52488E-02   -9.04977E-02    0.13575        9.04977E-02    9.04977E-02    3.74594E-02
   9.60980E-02    4.57493E-02   -9.14987E-02    4.57493E-02   -6.88031E-17     0.0000         0.0000        4.57493E-02    4.57493E-02   -9.14987E-02    0.13725        9.14987E-02    9.14987E-02    3.74594E-02
   9.70980E-02    4.62498E-02   -9.24997E-02    4.62498E-02   -8.21211E-17     0.0000         0.0000        4.62498E-02    4.62498E-02   -9.24997E-02    0.13875        9.24997E-02    9.24997E-02    3.74594E-02
